#KEY	HISAT2 on dataset 67 and 68: aligned reads (BAM)_2	HISAT2 on dataset 65 and 66: aligned reads (BAM)_2	HISAT2 on dataset 63 and 64: aligned reads (BAM)_2	HISAT2 on dataset 61 and 62: aligned reads (BAM)_2
100288866	0	0	0	1
100288902	0	0	0	0
100288911	65	67	31	58
100288960	0	0	0	0
100288963	0	6	3	3
100288966	0	0	0	0
100288974	20	23	18	16
100288997	1	1	1	1
100289006	0	0	0	0
100289017	0	0	0	0
100289019	31	46	62	37
100289026	0	0	0	0
100289065	0	0	0	0
100289079	0	0	0	0
100289085	0	0	0	0
100289087	0	0	0	0
100289090	0	0	0	0
100289092	2	5	5	9
100289096	3	2	1	0
100289097	0	0	0	0
100289098	14	31	10	14
100289104	0	0	0	0
100289105	5	14	13	9
100289124	0	0	0	1
100289130	0	0	0	0
100289134	0	0	0	0
100289137	0	0	0	0
100289143	0	0	0	0
100289150	0	0	0	0
100289151	0	0	0	0
100289153	0	0	0	0
100289178	16	56	22	33
100289188	0	0	0	0
100289196	1	1	2	2
100289200	0	0	1	0
100289201	0	0	1	0
100289211	0	1	2	0
100289222	4	9	2	5
100289230	36	52	36	54
100289251	2	1	6	1
100289255	0	3	1	1
100289265	0	0	0	0
100289269	1	8	5	2
100289274	10	20	23	31
100289282	0	0	0	0
100289289	0	0	0	0
100289290	0	0	0	0
100289296	0	0	0	0
100289299	0	0	0	0
100289308	0	0	0	0
100289313	15	7	12	15
100289333	4	8	4	6
100289338	0	0	0	0
100289341	21	51	26	28
100289361	6	8	3	5
100289373	4	15	7	10
100289375	1	0	0	0
100289379	0	0	0	0
100289383	0	2	0	0
100289388	5	10	5	12
100289396	1	1	0	0
100289410	0	0	0	0
100289424	0	0	0	0
100289455	1	4	1	5
100289462	0	0	0	0
100289488	2	6	4	2
100289495	38	73	17	28
100289509	1	2	2	2
100289511	3	8	8	10
100289528	0	0	0	0
100289548	4	4	3	3
100289549	0	0	0	0
100289580	3	0	4	1
100289627	11	8	12	14
100289635	215	390	250	297
100289637	0	0	0	0
100289656	1	0	2	0
100289673	0	0	0	0
100290566	82	144	97	115
100291105	1	1	3	5
100292290	0	0	1	0
100292409	2	3	3	3
100292680	2	2	3	2
100293160	1	0	1	0
100293516	23	64	37	59
100293612	0	0	0	0
100293704	15	26	19	11
100293962	6	8	4	8
100294005	0	0	0	0
100294145	0	0	2	0
100294360	0	0	0	0
100294362	4	11	12	10
100294406	0	0	0	0
100294720	0	0	0	0
1003	0	0	0	0
100302090	0	0	0	0
100302111	10	26	18	15
100302112	0	0	0	0
100302113	0	0	0	0
100302114	0	0	0	0
100302115	0	0	0	0
100302116	0	0	0	0
100302117	0	0	0	0
100302118	0	0	0	0
100302119	0	0	0	0
100302121	0	0	0	0
100302122	0	0	0	0
100302123	0	0	0	0
100302124	0	0	0	0
100302125	0	1	0	0
100302126	0	0	0	0
100302127	0	0	0	0
100302128	0	0	0	0
100302129	0	0	0	0
100302130	0	0	0	0
100302131	0	0	0	0
100302132	0	0	0	0
100302133	0	1	0	0
100302134	0	0	0	0
100302135	0	0	0	0
100302136	0	0	0	0
100302137	5	15	15	4
100302138	0	0	3	1
100302139	0	0	0	0
100302140	0	0	0	0
100302141	0	1	0	0
100302142	0	0	0	0
100302144	0	0	0	0
100302145	13	20	9	16
100302146	0	0	0	0
100302147	0	0	0	0
100302148	0	0	0	0
100302149	1	4	3	6
100302150	0	0	0	0
100302153	0	0	0	0
100302155	0	0	0	0
100302156	0	0	0	0
100302157	0	0	0	0
100302158	0	0	0	0
100302159	0	0	0	0
100302160	0	0	0	0
100302161	0	0	0	0
100302162	0	0	0	0
100302163	0	0	0	0
100302164	0	0	0	0
100302165	0	0	0	0
100302166	0	0	0	0
100302167	0	0	0	0
100302168	0	0	0	0
100302169	0	0	0	0
100302170	0	0	0	2
100302171	0	0	0	0
100302172	0	0	0	0
100302174	2	0	0	1
100302175	0	0	0	0
100302176	0	0	0	0
100302177	0	0	0	0
100302178	1	7	0	2
100302179	0	0	0	0
100302181	0	0	0	0
100302182	0	0	0	0
100302183	0	0	0	0
100302184	0	0	0	0
100302185	0	0	0	0
100302186	0	0	0	0
100302187	0	0	0	0
100302188	0	0	0	0
100302190	0	0	0	0
100302191	0	0	0	0
100302192	0	0	0	0
100302193	0	0	0	0
100302195	0	0	0	0
100302196	0	0	0	0
100302197	0	0	0	0
100302198	0	0	0	0
100302200	0	0	0	0
100302201	0	0	0	0
100302202	0	0	0	0
100302203	0	0	0	1
100302204	0	0	0	0
100302205	0	0	0	0
100302208	0	0	0	0
100302209	0	0	0	0
100302210	0	0	0	0
100302211	0	0	0	0
100302212	0	1	0	0
100302213	0	0	0	0
100302214	0	0	0	0
100302217	0	0	0	0
100302218	0	0	0	0
100302219	1	3	1	4
100302220	0	0	0	0
100302222	0	0	0	0
100302223	0	1	0	2
100302224	0	0	0	0
100302225	0	0	0	0
100302226	0	0	0	0
100302227	0	0	0	0
100302228	0	0	0	0
100302229	0	0	0	0
100302232	0	0	0	0
100302233	0	0	0	0
100302234	0	0	0	0
100302235	0	0	0	0
100302236	0	0	0	0
100302237	5	4	3	3
100302238	0	0	0	0
100302239	0	0	0	0
100302240	9	2	12	9
100302242	0	0	0	0
100302246	0	1	0	0
100302250	0	0	0	0
100302251	0	0	0	0
100302254	19	28	25	33
100302255	0	0	0	0
100302256	0	1	1	0
100302257	0	0	0	0
100302258	2	0	3	0
100302259	0	0	0	0
100302260	0	0	0	0
100302261	0	0	0	0
100302263	0	0	0	2
100302265	0	0	0	0
100302266	0	0	0	0
100302267	0	0	0	0
100302268	0	0	0	0
100302270	0	0	0	0
100302273	2	5	5	8
100302274	0	0	0	0
100302275	0	0	1	0
100302276	0	0	0	0
100302277	0	0	0	0
100302278	0	0	0	0
100302279	0	0	0	0
100302280	0	0	0	0
100302281	0	0	0	0
100302282	0	0	0	0
100302283	0	0	0	0
100302284	0	0	0	0
100302285	12	12	12	25
100302286	0	0	0	0
100302287	0	0	0	0
100302288	0	0	0	0
100302289	0	0	0	0
100302290	0	0	0	0
100302401	15	11	5	2
100302526	0	0	0	0
100302640	6	10	6	4
100302650	1	5	5	5
100302652	0	0	0	0
100302691	0	0	0	0
100302692	29	62	26	45
100302736	7	7	2	3
100302738	0	0	0	0
100302739	0	0	0	0
100302740	2	8	4	3
100302741	0	0	0	0
100302742	0	1	1	0
100302743	0	0	0	0
100302746	0	2	0	0
100303453	0	0	0	0
100303728	9	10	15	12
100303749	0	0	0	0
100303755	13	26	40	27
100306951	43	68	51	90
100306975	0	0	0	0
100309464	0	0	0	0
100310782	0	0	0	0
100310812	0	0	0	0
100312957	0	0	0	0
100313769	0	0	1	1
100313770	0	0	0	0
100313771	0	0	0	0
100313772	0	0	0	0
100313773	0	0	0	0
100313774	0	0	0	0
100313777	0	0	0	0
100313778	0	0	0	0
100313779	0	0	0	0
100313780	0	0	0	0
100313781	0	0	0	0
100313805	0	0	0	0
100313806	0	0	0	0
100313822	0	0	0	0
100313824	0	0	0	0
100313829	0	0	0	0
100313830	0	0	0	0
100313835	0	0	0	0
100313837	0	0	0	0
100313838	0	0	0	0
100313839	0	0	0	0
100313840	0	0	0	0
100313841	0	0	0	0
100313842	0	0	0	0
100313843	0	0	0	0
100313884	0	0	0	0
100313886	0	0	1	0
100313887	0	0	0	0
100313892	0	0	0	0
100313895	0	0	0	0
100313896	0	0	0	0
100313903	2	4	1	1
100313914	0	0	0	0
100313921	0	0	0	0
100313923	0	0	0	0
100313938	0	0	0	0
100316868	0	0	0	0
100316904	10	11	20	18
100322895	1	9	9	7
100329108	13	20	14	8
100329109	105	113	133	108
100335030	0	0	1	0
100337591	0	1	2	0
100337616	0	0	0	0
10036	112	176	140	127
100379132	0	0	0	0
100379141	0	0	0	0
100379220	0	0	0	0
100379224	5	25	16	24
100379249	0	2	0	0
100379250	0	0	0	0
100379295	0	0	0	0
100379661	3	5	2	1
10038	112	359	132	274
100381270	357	710	468	726
10039	224	452	399	398
1004	815	4065	370	984
10040	172	184	170	110
10042	428	689	557	650
100422737	0	0	0	0
100422821	0	0	0	0
100422822	0	4	0	1
100422823	0	0	0	0
100422824	0	0	0	0
100422825	0	0	0	0
100422826	0	0	0	0
100422827	0	0	0	0
100422828	0	0	0	0
100422829	0	0	0	0
100422831	0	0	0	0
100422832	0	0	0	0
100422833	0	0	0	0
100422834	0	0	0	0
100422835	0	0	0	0
100422836	0	0	0	0
100422837	0	0	0	0
100422839	0	0	0	0
100422840	0	0	0	0
100422841	0	0	0	0
100422842	5	1	1	2
100422843	0	0	0	0
100422844	0	0	0	0
100422845	0	0	0	0
100422846	1	0	1	0
100422847	0	0	0	0
100422848	0	0	0	0
100422849	0	0	0	0
100422850	0	0	0	0
100422851	0	0	0	0
100422853	0	0	0	0
100422854	0	0	0	0
100422855	0	0	0	0
100422856	0	0	0	0
100422857	0	0	0	0
100422858	0	0	0	0
100422859	0	0	0	0
100422860	1	5	6	3
100422861	0	0	0	0
100422862	0	0	0	0
100422863	0	0	0	0
100422864	0	0	0	0
100422865	0	0	0	0
100422866	0	0	0	0
100422867	0	0	0	0
100422868	0	0	0	0
100422869	0	0	0	0
100422870	0	0	0	0
100422871	0	0	0	1
100422872	4	2	1	2
100422873	0	0	0	0
100422874	0	0	1	0
100422875	0	0	0	0
100422876	0	0	0	0
100422877	0	0	0	0
100422878	0	0	0	0
100422879	0	1	0	0
100422880	0	0	0	0
100422881	0	0	0	0
100422882	0	0	0	0
100422883	0	0	0	0
100422884	0	0	0	0
100422885	1	0	2	3
100422886	0	0	0	0
100422887	0	0	0	0
100422888	0	0	0	0
100422889	0	0	0	0
100422890	0	0	0	0
100422891	0	0	0	0
100422892	0	0	0	0
100422893	0	0	0	0
100422894	0	0	0	0
100422895	0	1	0	0
100422896	0	0	0	0
100422897	0	0	0	0
100422898	0	0	0	0
100422899	0	0	0	0
100422900	0	0	0	0
100422901	0	0	0	0
100422902	0	0	0	0
100422903	0	0	0	0
100422904	0	0	0	0
100422905	0	0	0	0
100422906	0	0	0	0
100422907	0	0	0	0
100422908	0	0	0	0
100422909	0	0	0	0
100422910	0	0	4	1
100422911	0	0	0	0
100422912	0	0	0	0
100422913	0	0	0	0
100422914	0	0	0	0
100422915	0	0	0	0
100422916	0	0	0	0
100422917	0	0	0	0
100422918	0	0	0	0
100422919	0	0	0	0
100422923	0	0	0	0
100422924	0	0	0	0
100422925	2	3	4	2
100422926	0	0	0	0
100422927	0	0	0	0
100422928	0	0	1	0
100422929	0	0	0	0
100422930	0	0	0	0
100422931	0	0	0	0
100422932	0	0	0	0
100422933	0	0	0	0
100422934	0	0	0	0
100422935	0	0	0	0
100422936	0	0	1	1
100422937	0	0	0	0
100422938	0	0	0	0
100422939	0	0	0	0
100422940	0	0	0	0
100422941	0	0	0	0
100422942	0	0	0	0
100422943	1	1	2	6
100422944	1	1	0	0
100422945	0	0	1	0
100422946	0	0	0	0
100422947	0	0	0	0
100422948	1	1	0	0
100422949	0	0	0	0
100422950	0	0	0	0
100422951	0	0	0	0
100422952	0	1	0	0
100422953	0	0	1	0
100422954	0	0	0	0
100422955	0	0	0	0
100422956	0	0	0	0
100422957	0	0	0	0
100422959	0	0	0	0
100422960	0	0	0	0
100422961	0	0	0	0
100422962	0	0	0	0
100422963	0	0	0	0
100422964	0	0	0	0
100422965	1	7	0	3
100422966	0	0	0	0
100422967	0	0	0	0
100422968	0	0	0	0
100422969	0	0	0	0
100422970	0	0	0	0
100422971	0	0	0	2
100422973	0	0	0	0
100422974	1	0	1	0
100422975	0	0	0	0
100422976	1	1	1	0
100422977	0	0	0	0
100422978	0	0	0	0
100422979	1	0	1	3
100422980	0	0	1	0
100422981	0	0	0	0
100422982	0	0	0	0
100422983	0	0	0	0
100422984	0	0	0	0
100422985	0	0	0	0
100422986	0	0	1	1
100422987	0	0	0	0
100422988	0	0	0	0
100422989	0	0	0	0
100422990	0	1	1	0
100422991	0	0	0	0
100422992	1	2	0	0
100422993	0	0	0	0
100422994	0	0	0	0
100422995	0	0	1	0
100422996	0	0	0	0
100422997	9	7	5	7
100422998	0	0	0	0
100422999	0	0	0	0
100423000	0	1	0	0
100423001	0	1	0	0
100423002	0	0	0	0
100423003	0	0	0	0
100423005	0	0	0	0
100423006	0	0	0	0
100423008	0	0	0	1
100423009	0	0	0	0
100423010	0	0	0	0
100423011	0	2	1	1
100423012	0	0	0	0
100423013	0	0	0	0
100423014	0	0	0	0
100423015	0	0	0	0
100423016	0	1	1	4
100423017	0	0	0	0
100423018	0	0	0	0
100423019	0	0	0	0
100423020	0	2	0	0
100423021	0	0	0	0
100423023	0	0	0	0
100423024	0	0	0	0
100423025	0	0	1	0
100423026	0	0	0	0
100423027	0	0	0	0
100423028	1	0	0	1
100423029	0	0	0	0
100423030	0	0	0	0
100423031	0	0	0	0
100423032	0	0	0	0
100423033	0	0	0	0
100423034	0	0	0	0
100423035	0	0	0	0
100423036	0	0	0	0
100423037	1	5	5	5
100423039	0	0	0	1
100423040	0	0	0	0
100423041	0	0	0	0
100423042	0	0	0	0
100423043	0	1	0	1
100423062	0	0	0	0
10043	640	1124	815	765
100431172	0	0	0	0
10044	2	2	1	3
10045	10	17	20	28
10046	802	1190	1100	781
100462977	0	1	45	58
100462981	3	2	4	7
100462983	0	3	1	1
100463285	2	0	1	1
100463289	0	0	0	0
100463482	0	0	0	0
100463486	56	66	26	21
100463487	1	0	0	0
100463488	0	0	0	1
10047	0	0	0	0
10048	1922	1841	2278	1524
10049	1036	1244	1194	1118
100498859	0	0	1	1
100499177	308	541	303	325
100499183	6	10	5	2
100499194	0	0	0	1
100499227	2	4	0	2
100499405	16	58	53	63
100499441	0	1	0	0
100499466	1099	2698	962	1589
100499467	30	26	26	35
100499483	0	1	0	0
100499484	4	19	13	11
100499489	96	149	137	137
1005	0	0	0	0
10050	0	0	0	0
100505470	0	0	0	0
100505473	0	2	0	0
100505474	0	0	0	0
100505475	1	1	0	0
100505476	2	0	0	2
100505477	0	0	3	0
100505478	0	0	0	0
100505479	15	9	10	9
100505480	0	4	0	4
100505481	1	1	7	3
100505483	3	1	9	0
100505484	1	3	3	2
100505485	17	18	17	13
100505487	326	463	371	404
100505488	0	0	1	2
100505490	9	12	7	15
100505491	0	0	0	0
100505492	0	0	0	0
100505493	40	46	43	67
100505494	104	206	138	268
100505495	0	0	0	0
100505497	1	3	2	4
100505498	0	1	1	0
100505499	1	3	1	2
100505500	0	0	0	0
100505501	21	56	39	50
100505502	2	10	6	8
100505503	0	25	2	4
100505504	7	0	7	2
100505505	0	0	0	0
100505506	1	3	5	4
100505507	0	0	0	0
100505508	0	0	0	0
100505509	0	0	0	0
100505510	0	0	0	0
100505512	0	0	0	0
100505514	0	0	0	0
100505515	0	0	0	0
100505516	7	6	5	7
100505517	0	0	0	0
100505518	0	2	2	3
100505519	41	31	33	40
100505521	0	0	0	0
100505522	12	13	13	5
100505523	11	57	26	33
100505524	0	0	0	0
100505525	0	0	0	0
100505526	0	0	0	0
100505527	0	0	0	0
100505528	0	5	0	1
100505529	0	0	0	0
100505530	0	0	0	0
100505531	12	26	15	21
100505532	15	17	8	16
100505533	4	7	1	2
100505534	0	2	0	1
100505535	0	0	0	0
100505536	0	0	0	1
100505537	43	69	47	36
100505538	18	28	13	20
100505539	5	12	11	13
100505540	0	0	0	0
100505543	0	0	0	0
100505544	3	3	7	5
100505545	0	0	0	0
100505546	0	0	0	0
100505547	0	0	0	1
100505548	0	0	0	0
100505549	16	35	37	38
100505550	0	0	0	0
100505551	3	18	8	13
100505552	0	0	0	0
100505553	1127	1146	1129	976
100505554	22	38	29	33
100505555	2	7	6	9
100505556	0	0	0	0
100505559	0	0	0	0
100505560	13	24	9	20
100505561	0	0	0	0
100505562	3	5	5	4
100505563	0	0	0	0
100505564	5	2	6	10
100505565	0	0	1	0
100505566	566	883	433	419
100505567	0	0	0	0
100505568	0	0	0	0
100505569	0	1	0	1
100505570	0	0	0	0
100505572	0	0	0	0
100505573	52	106	69	70
100505574	0	0	0	1
100505576	52	103	35	35
100505577	2	0	1	1
100505578	15	16	9	15
100505579	0	0	0	0
100505580	0	0	0	0
100505581	0	1	0	2
100505582	96	169	189	175
100505583	0	0	0	0
100505584	0	0	6	0
100505585	1	1	1	0
100505586	0	0	0	0
100505587	2	2	5	4
100505588	0	0	0	0
100505589	0	0	0	0
100505591	0	0	0	1
100505592	14	18	7	12
100505593	0	0	1	0
100505594	0	1	1	0
100505595	5	7	10	14
100505596	0	0	0	0
100505597	0	0	0	0
100505598	0	0	0	0
100505599	0	0	0	0
100505600	0	0	0	0
100505601	0	1	2	3
100505603	0	0	0	0
100505604	0	0	0	0
100505605	25	47	30	43
100505606	7	7	10	7
100505607	0	0	0	1
100505608	0	0	0	0
100505609	0	0	0	0
100505610	2	5	6	2
100505611	0	0	0	0
100505612	5	3	5	2
100505613	1	0	0	0
100505614	0	0	0	0
100505616	20	28	36	35
100505617	7	10	3	2
100505618	0	1	0	1
100505619	0	0	0	0
100505620	5	17	4	10
100505621	1	1	0	1
100505622	0	0	0	3
100505623	19	40	36	44
100505624	1	0	0	0
100505625	2	9	3	7
100505626	0	0	0	0
100505627	0	0	0	0
100505630	2	15	10	14
100505631	0	0	0	1
100505632	12	11	8	8
100505633	111	319	107	219
100505634	185	515	186	317
100505635	11	9	24	18
100505636	22	49	29	42
100505639	0	0	0	1
100505640	0	2	1	0
100505641	3006	4077	3591	3705
100505643	0	0	0	0
100505644	0	0	0	0
100505645	0	0	0	0
100505647	2	8	3	8
100505648	36	55	34	71
100505649	0	0	0	0
100505650	0	0	0	0
100505651	0	0	0	0
100505652	0	0	0	0
100505653	416	515	556	509
100505654	0	0	0	0
100505656	0	0	0	0
100505657	0	1	0	0
100505658	0	0	0	0
100505659	0	0	0	0
100505661	9	9	3	7
100505662	6	1	2	4
100505663	0	0	0	0
100505664	0	0	0	0
100505665	24	39	30	38
100505666	3	4	4	6
100505668	2	4	12	3
100505669	4	9	11	17
100505670	40	184	61	108
100505672	5	7	9	11
100505673	9	6	13	20
100505674	0	0	0	0
100505675	12	13	16	7
100505676	0	1	0	0
100505678	66	193	68	156
100505679	5	6	7	8
100505680	14	58	13	26
100505681	10	35	27	27
100505682	0	0	0	0
100505683	2	3	1	3
100505684	2	9	10	5
100505685	0	0	0	0
100505686	301	359	376	407
100505687	10	38	11	20
100505688	2	1	3	0
100505691	0	0	0	0
100505692	0	3	1	0
100505693	0	0	0	0
100505695	0	2	3	3
100505696	153	229	107	142
100505697	0	0	0	0
100505699	0	0	0	0
100505700	4	5	3	7
100505701	1	20	2	7
100505702	24	83	32	42
100505703	4	13	3	8
100505705	0	1	0	0
100505707	0	0	0	0
100505709	0	0	0	0
100505710	3	18	2	8
100505711	0	0	0	0
100505712	5	5	2	3
100505714	0	0	0	0
100505715	17	79	35	80
100505716	7	4	2	1
100505717	0	2	0	2
100505718	0	0	0	0
100505719	4	15	6	6
100505722	0	0	0	0
100505723	0	0	0	0
100505724	0	0	0	0
100505725	0	2	8	3
100505726	0	0	0	1
100505727	13	15	6	7
100505728	6	5	4	4
100505729	4	1	3	1
100505730	0	0	0	0
100505731	0	0	0	0
100505734	4	7	4	9
100505735	0	0	0	0
100505736	0	1	0	0
100505737	0	0	1	1
100505738	47	85	88	89
100505739	0	0	1	0
100505741	9	7	6	7
100505742	1	2	1	2
100505743	5	10	3	5
100505744	10	16	12	20
100505746	1	1	1	0
100505747	10	6	12	7
100505748	0	2	0	2
100505749	184	232	190	182
100505750	2	1	0	2
100505752	0	5	5	1
100505753	0	0	0	0
100505754	1	1	1	1
100505756	0	0	0	0
100505758	3	2	3	3
100505759	38	54	42	45
100505760	0	0	0	0
100505761	14	27	12	13
100505763	7	7	2	6
100505764	0	0	0	0
100505765	0	0	0	0
100505766	59	2	31	1
100505767	4	10	4	10
100505768	0	0	0	0
100505769	1	9	11	1
100505770	20	26	21	27
100505771	21	36	21	22
100505773	2	9	9	17
100505774	0	5	4	3
100505775	0	1	0	0
100505776	0	0	0	0
100505778	0	1	3	0
100505780	0	0	0	0
100505781	0	0	0	0
100505782	0	0	0	0
100505783	183	260	131	207
100505784	0	0	0	0
100505785	0	1	1	0
100505786	0	0	1	0
100505787	74	28	62	20
100505790	0	0	0	0
100505792	80	123	81	106
100505793	0	0	0	0
100505794	44	77	62	67
100505795	0	0	0	0
100505796	0	0	0	0
100505797	0	0	0	0
100505798	0	0	1	4
100505799	0	0	0	0
100505800	0	2	0	0
100505801	0	0	0	0
100505802	0	0	0	0
100505803	0	0	0	0
100505804	1	1	2	4
100505805	0	0	0	0
100505806	216	417	201	236
100505807	0	0	0	0
100505808	36	52	53	55
100505809	4	4	6	3
100505811	0	0	0	0
100505812	6	17	12	6
100505813	0	0	0	0
100505814	1	0	0	0
100505817	0	0	0	1
100505818	142	220	190	222
100505819	0	1	1	0
100505820	4	5	8	9
100505821	1	4	2	1
100505822	0	0	0	0
100505824	0	0	0	0
100505825	4	1	1	3
100505826	3	4	0	4
100505827	0	0	0	0
100505828	5	20	9	15
100505829	0	1	0	0
100505832	0	0	0	0
100505833	0	0	0	0
100505834	0	0	0	0
100505835	0	0	0	0
100505836	0	0	0	0
100505838	0	0	0	0
100505839	0	1	0	1
100505840	0	0	0	1
100505841	0	0	0	0
100505842	7	10	9	15
100505843	0	0	0	0
100505844	0	0	0	0
100505845	0	1	0	0
100505846	30	50	40	45
100505847	23	38	93	76
100505848	0	1	0	1
100505850	0	0	0	0
100505851	15	2	14	0
100505852	0	0	0	0
100505853	0	0	0	0
100505854	87	167	115	117
100505856	0	1	0	0
100505857	6	9	16	9
100505859	0	1	1	3
100505860	1	0	0	0
100505861	5	8	3	3
100505862	0	0	0	0
100505863	5	3	7	8
100505865	0	0	0	1
100505866	12	14	15	13
100505867	0	0	0	1
100505868	31	88	27	58
100505869	0	2	3	3
100505870	2	2	2	2
100505872	0	0	0	0
100505874	0	0	0	0
100505875	10	3	4	2
100505876	509	827	632	667
100505877	0	0	0	1
100505878	0	0	0	0
100505879	0	1	0	0
100505880	1	0	1	0
100505881	930	1475	1119	1083
100505882	4	1	3	1
100505885	0	0	0	0
100505886	0	0	0	0
100505887	0	0	0	0
100505888	0	0	0	0
100505889	6	16	10	14
100505890	0	0	0	0
100505893	0	0	0	0
100505894	35	78	39	53
100505895	50	85	79	80
100505897	0	0	0	0
100505899	18	36	18	24
100505900	413	233	304	200
100505901	0	0	0	0
100505902	0	0	0	0
100505903	0	0	0	0
100505904	3	1	2	2
100505905	2	4	3	3
100505906	2	0	0	0
100505908	3	1	0	1
100505909	0	0	1	2
100505910	0	0	0	0
100505911	28	33	30	20
100505912	0	1	1	4
100505913	0	0	0	0
100505915	14	20	7	9
100505918	0	0	0	0
100505920	0	0	0	0
100505921	1	1	1	3
100505922	1	1	0	0
100505923	0	0	0	0
100505924	0	0	0	0
100505926	64	49	58	42
100505927	1	0	0	0
100505928	0	0	0	0
100505929	0	0	0	0
100505930	0	0	0	0
100505931	2	11	10	18
100505932	9	7	8	4
100505933	4	10	7	2
100505935	65	101	87	89
100505936	0	0	1	0
100505937	22	29	40	54
100505938	0	0	0	0
100505940	7	9	5	5
100505941	0	0	0	0
100505942	6	11	16	14
100505943	19	45	30	40
100505944	0	0	0	0
100505945	4	5	1	2
100505946	0	0	0	0
100505947	0	0	0	0
100505948	0	0	0	0
100505949	0	0	0	0
100505950	0	0	0	0
100505951	29	50	45	37
100505952	0	0	0	0
100505953	0	0	0	0
100505956	12	15	13	13
100505957	0	0	1	0
100505958	2	6	5	4
100505959	0	0	0	0
100505960	2	7	5	0
100505963	1	4	2	6
100505964	0	0	0	0
100505965	0	0	0	0
100505966	0	0	0	0
100505967	0	0	0	0
100505970	5	6	1	1
100505971	20	27	62	40
100505972	11	12	8	4
100505973	0	0	0	0
100505974	0	4	1	0
100505975	6	3	8	11
100505976	0	0	0	0
100505977	0	0	0	0
100505978	2	1	0	0
100505979	0	0	0	0
100505981	0	0	0	0
100505983	0	0	0	0
100505984	0	4	2	1
100505985	0	0	0	0
100505986	0	0	0	0
100505987	5	12	5	2
100505988	0	2	3	3
100505989	0	0	0	0
100505990	0	0	0	1
100505991	34	42	18	20
100505993	0	0	0	0
100505994	3	4	1	3
100505996	0	0	0	0
100505997	0	0	0	0
100505998	77	20	24	10
100505999	0	0	0	0
100506001	2	2	1	3
100506002	27	39	60	50
100506003	2	6	1	1
100506004	0	0	0	0
100506005	2	1	2	1
100506006	0	0	0	0
100506007	8	35	14	22
100506008	46	84	59	69
100506010	1	1	1	0
100506011	0	0	0	0
100506012	9	21	9	24
100506013	1	2	0	0
100506014	22	54	49	53
100506015	0	0	0	0
100506016	0	0	0	0
100506017	0	0	0	0
100506018	0	0	0	0
100506019	12	12	11	13
100506020	3	5	7	8
100506021	0	0	0	0
100506022	10	32	8	15
100506023	17	35	31	19
100506024	1	3	3	0
100506025	0	0	0	1
100506026	0	0	0	0
100506027	0	0	0	0
100506029	42	76	31	61
100506030	0	3	1	0
100506031	77	153	129	163
100506032	72	123	81	149
100506033	134	220	110	176
100506034	0	0	0	0
100506035	0	0	0	0
100506036	4	5	3	6
100506037	3	3	1	0
100506040	53	39	45	37
100506042	0	0	0	0
100506044	0	0	0	0
100506045	1	0	0	0
100506046	14	19	15	17
100506047	5	4	6	3
100506048	0	8	3	4
100506049	0	0	0	0
100506050	0	0	0	0
100506051	23	68	36	60
100506052	2	1	1	2
100506053	0	0	0	0
100506054	45	84	53	54
100506055	786	1133	954	978
100506057	27	29	44	35
100506059	8	12	4	7
100506060	3	8	8	9
100506062	0	0	0	1
100506063	0	0	0	0
100506064	0	0	0	0
100506065	0	0	0	0
100506066	17	19	18	15
100506068	1	1	0	4
100506069	0	0	0	0
100506070	2	2	10	11
100506071	0	0	0	0
100506072	8	11	14	11
100506073	1	0	1	0
100506074	1	41	10	4
100506075	21	25	16	18
100506076	15	42	19	37
100506077	0	1	0	0
100506079	30	57	51	64
100506080	2	5	1	2
100506082	1	2	1	2
100506083	6	9	6	12
100506084	0	0	0	0
100506085	0	0	0	0
100506086	0	1	1	2
100506087	59	171	62	98
100506088	0	0	0	0
100506089	2	2	1	1
100506090	48	71	32	43
100506091	0	0	0	0
100506092	0	0	0	0
100506093	2	1	2	2
100506095	1	0	0	0
100506096	0	0	0	0
100506098	0	0	0	1
100506100	8	15	16	15
100506101	0	0	0	0
100506102	0	0	0	1
100506103	0	0	0	0
100506104	0	0	0	0
100506105	3	2	1	1
100506107	0	0	0	0
100506108	0	0	0	0
100506109	0	1	0	0
100506110	0	0	0	0
100506112	72	128	71	86
100506113	1	4	1	3
100506114	3	4	7	3
100506115	20	28	20	9
100506116	0	0	0	0
100506117	76	157	110	112
100506118	43	142	91	187
100506119	56	171	44	119
100506120	0	0	0	0
100506122	0	0	0	0
100506123	21	24	32	37
100506124	15	17	24	16
100506125	1	4	2	1
100506126	0	0	1	0
100506127	13	23	7	18
100506128	0	1	0	0
100506130	11	15	16	8
100506132	8	9	10	8
100506134	0	3	1	0
100506136	4	13	6	8
100506137	14	41	18	22
100506140	1	4	2	1
100506142	10	15	10	18
100506143	2	0	1	1
100506144	407	559	554	609
100506146	0	0	0	0
100506147	4	16	8	19
100506148	0	0	0	0
100506151	9	21	10	20
100506152	0	0	0	0
100506153	3	10	6	1
100506154	0	0	0	0
100506155	40	40	24	32
100506156	32	37	53	33
100506157	2	4	4	8
100506158	26	54	52	43
100506159	0	0	0	1
100506161	5	29	7	13
100506162	1	1	0	1
100506164	0	0	0	0
100506165	0	0	0	0
100506166	8	6	11	6
100506167	0	3	2	2
100506168	841	1174	964	1165
100506171	0	0	0	0
100506172	0	0	0	0
100506173	0	0	0	0
100506174	0	4	1	1
